all-persons-avg-friend-count,bottleneck-avg-friend-count,all-persons-avg-be-point,bottleneck-avg-be-point
2.99003322259136,2.53846153846154,1054.05813953488,1912.23076923077
2.99667774086379,2.38461538461538,1030.73754152824,1546.57692307692
2.97674418604651,2.11111111111111,1032.05149501661,1550.55555555556
2.99667774086379,2.61538461538462,1072.53322259136,1849.30769230769
3.00332225913621,2.73333333333333,1081.54318936877,2141.7
2.99667774086379,2.66666666666667,1065.40697674419,1810.22222222222
3.00332225913621,2.625,1096.50830564784,1921
3.00332225913621,2.57142857142857,1057.21262458472,1729.04761904762
2.99003322259136,2.42857142857143,1088.60797342193,1843.57142857143
3.00332225913621,2.25,1051.88870431894,1516.16666666667
2.99003322259136,2.71428571428571,1043.62126245847,1695
3.00332225913621,2.1,1056.23920265781,1402.7
2.98338870431894,2.61111111111111,1077.39534883721,1861.33333333333
2.99667774086379,2.14285714285714,982.63122923588,1782.57142857143
3.00332225913621,2.36363636363636,1018.16445182724,1512
3.00332225913621,2.5,1042.45182724252,2229.83333333333
3.00332225913621,2.69230769230769,1107.50830564784,1870.38461538462
2.99667774086379,2.27272727272727,1038.22093023256,1574.90909090909
2.97674418604651,2.53333333333333,1073.55980066445,1834.53333333333
3.00332225913621,2.75,979.52657807309,2161.75
3.00332225913621,2.28571428571429,1054.72425249169,1661.42857142857
2.99667774086379,2.375,1022.97508305648,1529.25
2.99667774086379,2.58333333333333,1035.90863787375,1942.58333333333
2.99667774086379,2.54545454545455,1024.03986710963,1822.18181818182
2.99003322259136,2.55555555555556,1056.82890365448,1459.44444444444
3.00332225913621,2.55555555555556,1057.14950166113,1918.11111111111
2.99003322259136,2.55555555555556,1047.6146179402,2029.22222222222
2.99003322259136,2.57142857142857,1094.37707641196,2045.07142857143
2.99667774086379,2.57142857142857,1057.00830564784,1950.57142857143
2.99667774086379,2.42857142857143,1027.23754152824,1745.42857142857
2.99003322259136,2.5625,1034.75747508306,1676.5
2.99667774086379,2.22222222222222,1043.59136212625,2109.11111111111
2.99003322259136,2.38461538461538,1041.29069767442,1837.07692307692
2.99003322259136,2.46153846153846,1090.70764119601,1623.61538461538
3.00332225913621,2.66666666666667,1050.70265780731,1944.33333333333
2.99667774086379,2.66666666666667,1080.38704318937,1773.06666666667
2.99003322259136,2.2,1064.48172757475,1596.2
2.99003322259136,2.5,1048.30398671096,2025.1
2.99667774086379,2.375,1081.77906976744,1513.875
2.99667774086379,2.5,1053.4950166113,2041.625
2.99667774086379,2.64705882352941,1012.79734219269,1671.29411764706
2.97674418604651,2.57142857142857,1054.68106312292,1985.14285714286
2.98338870431894,2,1045.70930232558,867
3.00332225913621,2.5,1036.97009966777,1710.33333333333
3.00332225913621,2.5625,1068.75083056478,2251.125
3.00332225913621,2.76923076923077,1020.36710963455,1724.07692307692
3.00332225913621,2.3,1088.59966777409,1637.4
